,Domain,Supergroup,Phylum,Class,Order,Family,Genus,Species,ASV,Curated_v4,occurrence,occur,totalrelabunMax,totalrelabun_max_class,phytorelabunMax,phytorelabun_max_class,phytorelabunMedian,order_original,Curated_kind,CuratedASV,Genus_ASV,order.heatmap,Order.tax.heatmap,CO_log2FoldChange,CO_padj,CO_baseMean,Coastal_Offshore,CT_log2FoldChange,CT_padj,CT_baseMean,Coastal_Transition,TO_log2FoldChange,TO_padj,TO_baseMean,Transition_Offshore,DeSeq_Spatial,v2_Offshore_periodicity_qval,v2_Periodicity_Offshore,v2_Transition_periodicity_qval,v2_Periodicity_Transition,v2_Coastal_periodicity_qval,v2_Periodicity_Coastal,Periodicity_Spatial_v2
e721377e7a5dfe9ed806494a49b68f87,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III_XX_sp.,e721377e7a5dfe9ed806494a49b68f87,Syndiniales:Dino-Group-III,NA,NA,NA,NA,NA,NA,NA,3416,noncurated,ASV4067,Dino-Group-III_XX_ASV4067,605,NA_Syndiniales:Dino-Group-III_Dino-Group-III_XX_ASV4067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72505f9411191c51c36c398f9fae3c9c,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-V,Dino-Group-V_X,Dino-Group-V_XX,Dino-Group-V_XX_sp.,72505f9411191c51c36c398f9fae3c9c,Syndiniales:Dino-Group-V,NA,NA,NA,NA,NA,NA,NA,3417,noncurated,ASV4068,Dino-Group-V_XX_ASV4068,606,NA_Syndiniales:Dino-Group-V_Dino-Group-V_XX_ASV4068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98a60ed83e4dae29f016ceaf71c841ae,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Acrocalanus,unclassified_Acrocalanus,98a60ed83e4dae29f016ceaf71c841ae,,NA,NA,NA,NA,NA,NA,NA,3119,noncurated,ASV3770,Acrocalanus_ASV3770,607,NA__Acrocalanus_ASV3770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68e95f0645f90de5e43daa86fba7b080,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Radial-centric-basal-Coscinodiscophyceae,Actinocyclus,unclassified_Actinocyclus,68e95f0645f90de5e43daa86fba7b080,,NA,NA,NA,NA,NA,NA,NA,3235,noncurated,ASV3886,Actinocyclus_ASV3886,608,NA__Actinocyclus_ASV3886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ccb99cefd0474ba0d4a6cbfffb08235a,Eukaryota,Opisthokonta,Metazoa,Urochordata,Urochordata_X,Appendicularia,Appendicularia_X,Appendicularia_X_sp.,ccb99cefd0474ba0d4a6cbfffb08235a,,NA,NA,NA,NA,NA,NA,NA,3142,noncurated,ASV3793,Appendicularia_X_ASV3793,609,NA__Appendicularia_X_ASV3793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121c9236f310dc31540e3930289b035b,Eukaryota,Alveolata,Ciliophora,CONThreeP,CONThreeP_X,CONThreeP_XX,Askenasia,Askenasia_sp.,121c9236f310dc31540e3930289b035b,,NA,NA,NA,NA,NA,NA,NA,3181,noncurated,ASV3832,Askenasia_ASV3832,610,NA__Askenasia_ASV3832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
741f7493173cfeae573616646b7e28b8,Eukaryota,Alveolata,Ciliophora,CONThreeP,CONThreeP_X,CONThreeP_XX,Askenasia,Askenasia_sp.,741f7493173cfeae573616646b7e28b8,,NA,NA,NA,NA,NA,NA,NA,3182,noncurated,ASV3833,Askenasia_ASV3833,611,NA__Askenasia_ASV3833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5e7ecff18461a37330f29e9fc6a37666,Eukaryota,Alveolata,Ciliophora,CONThreeP,CONThreeP_X,CONThreeP_XX,Askenasia,Askenasia_sp.,5e7ecff18461a37330f29e9fc6a37666,,NA,NA,NA,NA,NA,NA,NA,3183,noncurated,ASV3834,Askenasia_ASV3834,612,NA__Askenasia_ASV3834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ccff7d1aa0b3c6e7df041d640498fb17,Eukaryota,Alveolata,Ciliophora,CONThreeP,CONThreeP_X,CONThreeP_XX,Askenasia,Askenasia_sp.,ccff7d1aa0b3c6e7df041d640498fb17,,NA,NA,NA,NA,NA,NA,NA,3184,noncurated,ASV3835,Askenasia_ASV3835,613,NA__Askenasia_ASV3835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3862487d0c7dd96825ad03b0d9d6f9cb,Eukaryota,Alveolata,Ciliophora,CONThreeP,CONThreeP_X,CONThreeP_XX,Askenasia,Askenasia_sp.,3862487d0c7dd96825ad03b0d9d6f9cb,,NA,NA,NA,NA,NA,NA,NA,3185,noncurated,ASV3836,Askenasia_ASV3836,614,NA__Askenasia_ASV3836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
f27aa89abf709a648ef48da9af7c433d,Eukaryota,Stramenopiles,Ochrophyta,Pelagophyceae,Pelagomonadales,Pelagomonadaceae,Aureococcus,Aureococcus_anophagefferens,f27aa89abf709a648ef48da9af7c433d,,NA,NA,NA,NA,NA,NA,NA,3261,noncurated,ASV3912,Aureococcus_ASV3912,615,NA__Aureococcus_ASV3912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0c0ddc898542f2d3d9add5dc8ed117c1,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Bacteriastrum,Bacteriastrum_parallelum,0c0ddc898542f2d3d9add5dc8ed117c1,,NA,NA,NA,NA,NA,NA,NA,3143,noncurated,ASV3794,Bacteriastrum_ASV3794,616,NA__Bacteriastrum_ASV3794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d086ec95b1de2855ffc3de91c8b62a96,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,Bathycoccus_prasinos,d086ec95b1de2855ffc3de91c8b62a96,,NA,NA,NA,NA,NA,NA,NA,3317,noncurated,ASV3968,Bathycoccus_ASV3968,617,NA__Bathycoccus_ASV3968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108963fef1fa9e3f54f700156dc1b501,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Bestiolina,Bestiolina_similis,108963fef1fa9e3f54f700156dc1b501,,NA,NA,NA,NA,NA,NA,NA,3120,noncurated,ASV3771,Bestiolina_ASV3771,618,NA__Bestiolina_ASV3771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7b9fc16101cdb051a3654894dc333eb6,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiophyceae_X,Braarudosphaeraceae,Braarudosphaeraceae_X,Braarudosphaeraceae_X_sp.,7b9fc16101cdb051a3654894dc333eb6,,NA,NA,NA,NA,NA,NA,NA,3111,noncurated,ASV3762,Braarudosphaeraceae_X_ASV3762,619,NA__Braarudosphaeraceae_X_ASV3762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ab029057d46d8c8c31cd71be044dd810,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Calocalanus,Calocalanus_minutus,ab029057d46d8c8c31cd71be044dd810,,NA,NA,NA,NA,NA,NA,NA,3123,noncurated,ASV3774,Calocalanus_ASV3774,620,NA__Calocalanus_ASV3774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4ed9c39326475836fb6f67c818c7d26b,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Canuella,Canuella_perplexa,4ed9c39326475836fb6f67c818c7d26b,,NA,NA,NA,NA,NA,NA,NA,3131,noncurated,ASV3782,Canuella_ASV3782,621,NA__Canuella_ASV3782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
a8cfe19ed1d77f330f9df9da2fdf4e45,Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Cephaloidophoridae,Cephaloidophora,Cephaloidophora_sp.,a8cfe19ed1d77f330f9df9da2fdf4e45,,NA,NA,NA,NA,NA,NA,NA,2610,noncurated,ASV3682,Cephaloidophora_ASV3682,622,NA__Cephaloidophora_ASV3682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8f35795eaea3324fc01335c16407bf71,Eukaryota,Opisthokonta,Metazoa,Nemertea,Nemertea_X,Nemertea_XX,Cephalothrix,Cephalothrix_filiformis,8f35795eaea3324fc01335c16407bf71,,NA,NA,NA,NA,NA,NA,NA,3135,noncurated,ASV3786,Cephalothrix_ASV3786,623,NA__Cephalothrix_ASV3786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85669df5ed9dcee27481caf4df29dc2c,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Chaetoceros,unclassified_Chaetoceros,85669df5ed9dcee27481caf4df29dc2c,,NA,NA,NA,NA,NA,NA,NA,3208,noncurated,ASV3859,Chaetoceros_ASV3859,624,NA__Chaetoceros_ASV3859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
f62f2d60fee9310bb287fee7fb57770e,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Chaetoceros,Chaetoceros_sporotruncatus,f62f2d60fee9310bb287fee7fb57770e,,NA,NA,NA,NA,NA,NA,NA,3209,noncurated,ASV3860,Chaetoceros_ASV3860,625,NA__Chaetoceros_ASV3860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
c0ec873691857906d52638d9fe4b79bd,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Chaetoceros,unclassified_Chaetoceros,c0ec873691857906d52638d9fe4b79bd,,NA,NA,NA,NA,NA,NA,NA,3210,noncurated,ASV3861,Chaetoceros_ASV3861,626,NA__Chaetoceros_ASV3861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
da8432ecf43e29f60c5055bb27c6ffaf,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Chaetoceros,Chaetoceros_brevis_2,da8432ecf43e29f60c5055bb27c6ffaf,,NA,NA,NA,NA,NA,NA,NA,3212,noncurated,ASV3863,Chaetoceros_ASV3863,627,NA__Chaetoceros_ASV3863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
a895d297cb5f193ac2519a9d98301be0,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Chaetoceros,Chaetoceros_peruvianus_1,a895d297cb5f193ac2519a9d98301be0,,NA,NA,NA,NA,NA,NA,NA,3213,noncurated,ASV3864,Chaetoceros_ASV3864,628,NA__Chaetoceros_ASV3864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
c40542f4765170a932e92efeaf074a27,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Chaetoceros,Chaetoceros_didymus_2,c40542f4765170a932e92efeaf074a27,,NA,NA,NA,NA,NA,NA,NA,3214,noncurated,ASV3865,Chaetoceros_ASV3865,629,NA__Chaetoceros_ASV3865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
e8d84351569bd995d7156b5551f3da90,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Chaetoceros,Chaetoceros_decipiens,e8d84351569bd995d7156b5551f3da90,,NA,NA,NA,NA,NA,NA,NA,3215,noncurated,ASV3866,Chaetoceros_ASV3866,630,NA__Chaetoceros_ASV3866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461c22847d2b1460957eac7ce8a057d8,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Chaetoceros,Chaetoceros_elegans,461c22847d2b1460957eac7ce8a057d8,,NA,NA,NA,NA,NA,NA,NA,3217,noncurated,ASV3868,Chaetoceros_ASV3868,631,NA__Chaetoceros_ASV3868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43d7f881bb0b14d2a45d2eedb7b76ca6,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Chaetoceros,Chaetoceros_muellerii,43d7f881bb0b14d2a45d2eedb7b76ca6,,NA,NA,NA,NA,NA,NA,NA,3218,noncurated,ASV3869,Chaetoceros_ASV3869,632,NA__Chaetoceros_ASV3869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8fd09222ac963751dbaaf50a859b262e,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Chaetoceros,unclassified_Chaetoceros,8fd09222ac963751dbaaf50a859b262e,,NA,NA,NA,NA,NA,NA,NA,3237,noncurated,ASV3888,Chaetoceros_ASV3888,633,NA__Chaetoceros_ASV3888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
b8ddd90150b3db57d33b8c84b981cd0f,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Chlamydomonas,Chlamydomonas_sp.,b8ddd90150b3db57d33b8c84b981cd0f,,NA,NA,NA,NA,NA,NA,NA,3327,noncurated,ASV3978,Chlamydomonas_ASV3978,634,NA__Chlamydomonas_ASV3978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4e1c50dff86daa207e1c77822367e6d9,Eukaryota,Rhizaria,Cercozoa,Chlorarachniophyceae,Chlorarachnida,Chlorarachnida_X,Chlorarachnida_XX,Chlorarachnida_XX_sp.,4e1c50dff86daa207e1c77822367e6d9,,NA,NA,NA,NA,NA,NA,NA,3192,noncurated,ASV3843,Chlorarachnida_XX_ASV3843,635,NA__Chlorarachnida_XX_ASV3843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
e12270ee12d2ec3a3218c77ae8e71619,Eukaryota,Archaeplastida,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Chlorodendrales_XX,Chlorodendrales_XX_sp.,e12270ee12d2ec3a3218c77ae8e71619,,NA,NA,NA,NA,NA,NA,NA,3300,noncurated,ASV3951,Chlorodendrales_XX_ASV3951,636,NA__Chlorodendrales_XX_ASV3951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86ac70507e85cd1c4002f0d97c6b1c78,Eukaryota,Archaeplastida,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Chlorodendrales_XX,Chlorodendrales_XX_sp.,86ac70507e85cd1c4002f0d97c6b1c78,,NA,NA,NA,NA,NA,NA,NA,3302,noncurated,ASV3953,Chlorodendrales_XX_ASV3953,637,NA__Chlorodendrales_XX_ASV3953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52f43f288d11b5234baa5428e82296f0,Eukaryota,Archaeplastida,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Chlorodendrales_XX,Chlorodendrales_XX_sp.,52f43f288d11b5234baa5428e82296f0,,NA,NA,NA,NA,NA,NA,NA,3303,noncurated,ASV3954,Chlorodendrales_XX_ASV3954,638,NA__Chlorodendrales_XX_ASV3954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92ceabcadf11bd91302ff665b869192d,Eukaryota,Archaeplastida,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloropicon,unclassified_Chloropicon,92ceabcadf11bd91302ff665b869192d,,NA,NA,NA,NA,NA,NA,NA,3324,noncurated,ASV3975,Chloropicon_ASV3975,639,NA__Chloropicon_ASV3975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6a4bd401e3a3e7e67d7aba681159a85d,Eukaryota,Archaeplastida,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloropicon,unclassified_Chloropicon,6a4bd401e3a3e7e67d7aba681159a85d,,NA,NA,NA,NA,NA,NA,NA,3325,noncurated,ASV3976,Chloropicon_ASV3976,640,NA__Chloropicon_ASV3976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7ae5ceea440a7139c46e5e4fffdf3194,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Chondria,Chondria_sp.,7ae5ceea440a7139c46e5e4fffdf3194,,NA,NA,NA,NA,NA,NA,NA,3095,noncurated,ASV3746,Chondria_ASV3746,641,NA__Chondria_ASV3746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4eef3818737bdd86838e45d6c908d7ad,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina_simplex,4eef3818737bdd86838e45d6c908d7ad,,NA,NA,NA,NA,NA,NA,NA,3109,noncurated,ASV3760,Chrysochromulina_ASV3760,642,NA__Chrysochromulina_ASV3760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
b214a900d902a8a5db22daa0f0a28918,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,unclassified_Chrysochromulina,b214a900d902a8a5db22daa0f0a28918,,NA,NA,NA,NA,NA,NA,NA,3110,noncurated,ASV3761,Chrysochromulina_ASV3761,643,NA__Chrysochromulina_ASV3761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
b778d43959ce3bb3a986b89df1bfae0f,Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-H,Chrysophyceae_Clade-H_X,Chrysophyceae_Clade-H_X_sp.,b778d43959ce3bb3a986b89df1bfae0f,,NA,NA,NA,NA,NA,NA,NA,3293,noncurated,ASV3944,Chrysophyceae_Clade-H_X_ASV3944,644,NA__Chrysophyceae_Clade-H_X_ASV3944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3777c1a4c49bc4944fae246acabb1f22,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Radial-centric-basal-Coscinodiscophyceae,Coscinodiscus,Coscinodiscus_sp.,3777c1a4c49bc4944fae246acabb1f22,,NA,NA,NA,NA,NA,NA,NA,3257,noncurated,ASV3908,Coscinodiscus_ASV3908,645,NA__Coscinodiscus_ASV3908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1e7114182cfb21dd3598e19dc3293bbc,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Cryothecomonas-lineage,Cryothecomonas,Cryothecomonas_aestivalis,1e7114182cfb21dd3598e19dc3293bbc,,NA,NA,NA,NA,NA,NA,NA,3188,noncurated,ASV3839,Cryothecomonas_ASV3839,646,NA__Cryothecomonas_ASV3839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ec94484a54f8505bc064d6d08339a51e,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Cyclotella,unclassified_Cyclotella,ec94484a54f8505bc064d6d08339a51e,,NA,NA,NA,NA,NA,NA,NA,3241,noncurated,ASV3892,Cyclotella_ASV3892,647,NA__Cyclotella_ASV3892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202cc550895355b9a04e4ade16716d6a,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Cyclotella,unclassified_Cyclotella,202cc550895355b9a04e4ade16716d6a,,NA,NA,NA,NA,NA,NA,NA,3242,noncurated,ASV3893,Cyclotella_ASV3893,648,NA__Cyclotella_ASV3893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9435bdd2a318c12c67f63c2b2bbd6cb3,D_0__Bacteria,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Erysipelotrichales,D_4__Erysipelotrichaceae,D_5__[Anaerorhabdus]_furcosa_group,D_6__uncultured_bacterium,9435bdd2a318c12c67f63c2b2bbd6cb3,,rare,0.55,0.02,minor,NA,NA,NA,3457,HetProkaryote,ASV1059,D_5__[Anaerorhabdus]_furcosa_group_ASV1059,649,NA__D_5__[Anaerorhabdus]_furcosa_group_ASV1059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66591178b51fffc0b59a1d1afb4c5feb,D_0__Bacteria,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Erysipelotrichales,D_4__Erysipelotrichaceae,D_5__[Anaerorhabdus]_furcosa_group,D_6__uncultured_bacterium,66591178b51fffc0b59a1d1afb4c5feb,,rare,1.91,0.06,minor,NA,NA,NA,3458,HetProkaryote,ASV2140,D_5__[Anaerorhabdus]_furcosa_group_ASV2140,650,NA__D_5__[Anaerorhabdus]_furcosa_group_ASV2140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6a09076dd25d3b8523975f7926f4ef82,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Francisellales,D_4__Francisellaceae,D_5__[Caedibacter]_taeniospiralis_group,D_6__uncultured_bacterium,6a09076dd25d3b8523975f7926f4ef82,,rare,0.82,0.04,minor,NA,NA,NA,922,HetProkaryote,ASV1703,D_5__[Caedibacter]_taeniospiralis_group_ASV1703,651,NA__D_5__[Caedibacter]_taeniospiralis_group_ASV1703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84c4c98211f095db5d076705d56108ed,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Francisellales,D_4__Francisellaceae,D_5__[Caedibacter]_taeniospiralis_group,,84c4c98211f095db5d076705d56108ed,,rare,0.55,0.04,minor,NA,NA,NA,914,HetProkaryote,ASV1726,D_5__[Caedibacter]_taeniospiralis_group_ASV1726,652,NA__D_5__[Caedibacter]_taeniospiralis_group_ASV1726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
e3bd0239f25cef1bf77a1a32ca8f419f,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Francisellales,D_4__Francisellaceae,D_5__[Caedibacter]_taeniospiralis_group,D_6__Cysteiniphilum_litorale,e3bd0239f25cef1bf77a1a32ca8f419f,,rare,1.37,0.05,minor,NA,NA,NA,913,HetProkaryote,ASV1786,D_5__[Caedibacter]_taeniospiralis_group_ASV1786,653,NA__D_5__[Caedibacter]_taeniospiralis_group_ASV1786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5dbbab31c12fb6706a6caa01e77231c2,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Francisellales,D_4__Francisellaceae,D_5__[Caedibacter]_taeniospiralis_group,D_6__Cysteiniphilum_litorale,5dbbab31c12fb6706a6caa01e77231c2,,rare,4.92,0.06,minor,NA,NA,NA,915,HetProkaryote,ASV2173,D_5__[Caedibacter]_taeniospiralis_group_ASV2173,654,NA__D_5__[Caedibacter]_taeniospiralis_group_ASV2173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4edc40fa5a9f0186d48e0d5f5a37f911,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Francisellales,D_4__Francisellaceae,D_5__[Caedibacter]_taeniospiralis_group,,4edc40fa5a9f0186d48e0d5f5a37f911,,rare,0.55,0.02,minor,NA,NA,NA,917,HetProkaryote,ASV996,D_5__[Caedibacter]_taeniospiralis_group_ASV996,655,NA__D_5__[Caedibacter]_taeniospiralis_group_ASV996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
c42a0448bceb53e1a7f05810a8daef44,D_0__Bacteria,D_0__Bacteria,D_1__Bdellovibrionota,D_2__Oligoflexia,D_3__0319-6G20,D_4__0319-6G20,D_5__0319-6G20,D_6__uncultured_Roseobacter,c42a0448bceb53e1a7f05810a8daef44,,rare,1.37,0.03,minor,NA,NA,NA,1448,HetProkaryote,ASV1456,D_5__0319-6G20_ASV1456,656,NA__D_5__0319-6G20_ASV1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
