OTUID,Domain,Supergroup,Phylum,Class,Order,Family,Genus,Species,ASV
b5ff10d0db58b911c690f70b36338c8d,D_0__Bacteria,D_0__Bacteria,D_1__Bdellovibrionota,D_2__Bdellovibrionia,D_3__Bdellovibrionales,D_4__Bdellovibrionaceae,D_5__OM27_clade,D_6__uncultured_delta,b5ff10d0db58b911c690f70b36338c8d
4088937ea5d27a51781f7e5ebf2c0d1e,D_0__Bacteria,D_0__Bacteria,D_1__Bdellovibrionota,D_2__Bdellovibrionia,D_3__Bdellovibrionales,D_4__Bdellovibrionaceae,D_5__OM27_clade,D_6__uncultured_delta,4088937ea5d27a51781f7e5ebf2c0d1e
43d34aa7aed85d6768a57530b3d3f1db,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Verrucomicrobiales,D_4__Akkermansiaceae,D_5__Akkermansia,D_6__uncultured_bacterium,43d34aa7aed85d6768a57530b3d3f1db
2f150a1566f9f38b0a9f0e25095da046,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Verrucomicrobiales,D_4__DEV007,D_5__DEV007,D_6__uncultured_marine,2f150a1566f9f38b0a9f0e25095da046
6a49e10221088b8093130ab405a93676,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Verrucomicrobiales,D_4__DEV007,D_5__DEV007,,6a49e10221088b8093130ab405a93676
6bbd06e47cd9909c5a2d77f0899419c9,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Verrucomicrobiales,D_4__DEV007,D_5__DEV007,,6bbd06e47cd9909c5a2d77f0899419c9
008e98254d96d193c790eacf1722f0fb,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Verrucomicrobiales,D_4__DEV007,D_5__DEV007,D_6__uncultured_marine,008e98254d96d193c790eacf1722f0fb
8557a1261a2d4fc2fcd51fe879aaa038,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Verrucomicrobiales,D_4__DEV007,D_5__DEV007,,8557a1261a2d4fc2fcd51fe879aaa038
12cd99c689197816636e7fd2e5ceb4ef,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Verrucomicrobiales,D_4__DEV007,D_5__DEV007,D_6__uncultured_marine,12cd99c689197816636e7fd2e5ceb4ef
59ae7bb751f833df44a760bd90493195,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Verrucomicrobiales,D_4__DEV007,D_5__DEV007,D_6__uncultured_bacterium,59ae7bb751f833df44a760bd90493195
03976b4808b5769c8f3b60b2fdd0a5df,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Verrucomicrobiales,D_4__Rubritaleaceae,D_5__Roseibacillus,D_6__marine_metagenome,03976b4808b5769c8f3b60b2fdd0a5df
df4ea5ea8295a3be32a5b490acd4d153,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Verrucomicrobiales,D_4__Rubritaleaceae,D_5__Roseibacillus,D_6__uncultured_Verrucomicrobiaceae,df4ea5ea8295a3be32a5b490acd4d153
898c553d98083e38608e83d9d301a16d,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Verrucomicrobiales,D_4__Rubritaleaceae,D_5__Roseibacillus,D_6__uncultured_Verrucomicrobiaceae,898c553d98083e38608e83d9d301a16d
9c2f890c762102f2436f206e70985156,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Verrucomicrobiales,D_4__Rubritaleaceae,D_5__Luteolibacter,D_6__unidentified_marine,9c2f890c762102f2436f206e70985156
c7452b2a0474a8b38febeeb28c5fdf18,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Verrucomicrobiales,D_4__Rubritaleaceae,D_5__Luteolibacter,D_6__unidentified_marine,c7452b2a0474a8b38febeeb28c5fdf18
2d68caf9223b1815096b6574d0cada04,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Verrucomicrobiales,D_4__Rubritaleaceae,D_5__Rubritalea,D_6__uncultured_bacterium,2d68caf9223b1815096b6574d0cada04
6e61feab642ba410bcb092bfad914e3b,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Verrucomicrobiales,D_4__Rubritaleaceae,D_5__Rubritalea,D_6__uncultured_Rubritalea,6e61feab642ba410bcb092bfad914e3b
e525ca3ff477d0ac774cd31998298857,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Verrucomicrobiales,D_4__Rubritaleaceae,D_5__Rubritalea,D_6__Rubritalea_sp.,e525ca3ff477d0ac774cd31998298857
c7e9cf40ffbfcb66fa8de0f2e23b0aeb,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Verrucomicrobiales,D_4__Rubritaleaceae,D_5__Rubritalea,,c7e9cf40ffbfcb66fa8de0f2e23b0aeb
549ff6b59faf321a3ba63403d6e40c7a,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Verrucomicrobiales,D_4__Rubritaleaceae,D_5__Rubritalea,D_6__uncultured_bacterium,549ff6b59faf321a3ba63403d6e40c7a
1ba004297712557b7652f4a9b526a831,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Verrucomicrobiales,D_4__Rubritaleaceae,D_5__Rubritalea,,1ba004297712557b7652f4a9b526a831
f50e441a83bd6b274fda921d27ad8ad4,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Verrucomicrobiales,D_4__Rubritaleaceae,D_5__Rubritalea,D_6__uncultured_bacterium,f50e441a83bd6b274fda921d27ad8ad4
f0030d5877e44c3c7b16c931f079968b,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Verrucomicrobiales,D_4__Rubritaleaceae,D_5__Rubritalea,D_6__uncultured_bacterium,f0030d5877e44c3c7b16c931f079968b
06d192b184895919ab94deafc9fe3ff7,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Verrucomicrobiales,D_4__Rubritaleaceae,D_5__Rubritalea,D_6__uncultured_bacterium,06d192b184895919ab94deafc9fe3ff7
d76f4ee500fc32c13837bf007d50ce1b,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Verrucomicrobiales,D_4__Rubritaleaceae,D_5__Rubritalea,D_6__uncultured_bacterium,d76f4ee500fc32c13837bf007d50ce1b
3247d74876edd33b4cad68641d207b37,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Verrucomicrobiales,D_4__Rubritaleaceae,D_5__Rubritalea,D_6__uncultured_bacterium,3247d74876edd33b4cad68641d207b37
9a35bd52c187c0b27161b0f9c4a551cb,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Verrucomicrobiales,D_4__Rubritaleaceae,D_5__Rubritalea,D_6__uncultured_bacterium,9a35bd52c187c0b27161b0f9c4a551cb
90a5f5e5d09fc1fdd456a2b3f170e652,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Verrucomicrobiales,D_4__Rubritaleaceae,D_5__Rubritalea,D_6__uncultured_bacterium,90a5f5e5d09fc1fdd456a2b3f170e652
1340462fc1574fe96905161288e76f5e,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Verrucomicrobiales,D_4__Rubritaleaceae,D_5__Rubritalea,D_6__uncultured_bacterium,1340462fc1574fe96905161288e76f5e
440763f559e18bd740cb0a4418b82cc8,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Verrucomicrobiales,D_4__Rubritaleaceae,D_5__Rubritalea,D_6__uncultured_bacterium,440763f559e18bd740cb0a4418b82cc8
86482c605b86f3df30ab91ec2ee04e54,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Verrucomicrobiales,D_4__Rubritaleaceae,D_5__Rubritalea,D_6__uncultured_bacterium,86482c605b86f3df30ab91ec2ee04e54
58ae99fa4bcc4210bd0c23cb8c48a612,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Kiritimatiellae,D_3__Kiritimatiellales,D_4__Kiritimatiellaceae,D_5__uncultured,D_6__uncultured_bacterium,58ae99fa4bcc4210bd0c23cb8c48a612
799b99565fbb85ca6c42623575e31516,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Kiritimatiellae,D_3__Kiritimatiellales,D_4__Kiritimatiellaceae,D_5__R76-B128,D_6__uncultured_bacterium,799b99565fbb85ca6c42623575e31516
92cde1eaa1090f6738b4f7961a2e5a6d,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Kiritimatiellae,D_3__Kiritimatiellales,D_4__Kiritimatiellaceae,D_5__R76-B128,D_6__uncultured_bacterium,92cde1eaa1090f6738b4f7961a2e5a6d
db6629d42765eb954df97ed43c5bc92c,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Kiritimatiellae,D_3__Kiritimatiellales,D_4__Kiritimatiellaceae,D_5__R76-B128,,db6629d42765eb954df97ed43c5bc92c
bdaa000ba38ba46502bae1be30a65830,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Kiritimatiellae,D_3__Kiritimatiellales,D_4__Kiritimatiellaceae,D_5__R76-B128,D_6__uncultured_bacterium,bdaa000ba38ba46502bae1be30a65830
912abe6f320b744e7a7d27c5c220e221,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Kiritimatiellae,D_3__Kiritimatiellales,D_4__Kiritimatiellaceae,D_5__R76-B128,D_6__uncultured_bacterium,912abe6f320b744e7a7d27c5c220e221
0823dbf8ff020f0e6e52aceabe9acaf1,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Kiritimatiellae,D_3__Kiritimatiellales,D_4__Kiritimatiellaceae,D_5__R76-B128,,0823dbf8ff020f0e6e52aceabe9acaf1
9abfe4728d6d23292e95402556a6d094,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Arctic97B-4_marine_group,D_4__Arctic97B-4_marine_group,D_5__Arctic97B-4_marine_group,D_6__marine_metagenome,9abfe4728d6d23292e95402556a6d094
9c128eccbfc76ff94d51a863e09ad6a9,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Arctic97B-4_marine_group,D_4__Arctic97B-4_marine_group,D_5__Arctic97B-4_marine_group,D_6__marine_metagenome,9c128eccbfc76ff94d51a863e09ad6a9
5acce1fc375c4429dca1dad89a4a6971,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Arctic97B-4_marine_group,D_4__Arctic97B-4_marine_group,D_5__Arctic97B-4_marine_group,D_6__marine_metagenome,5acce1fc375c4429dca1dad89a4a6971
e050496a93b1273dc0c9077f017dfe72,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Arctic97B-4_marine_group,D_4__Arctic97B-4_marine_group,D_5__Arctic97B-4_marine_group,D_6__marine_metagenome,e050496a93b1273dc0c9077f017dfe72
be5a291abcd9143f7d11e3f8d3d38516,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Arctic97B-4_marine_group,D_4__Arctic97B-4_marine_group,D_5__Arctic97B-4_marine_group,D_6__marine_metagenome,be5a291abcd9143f7d11e3f8d3d38516
c3833b3dc907c9340610f5095768225f,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Pedosphaerales,D_4__Pedosphaeraceae,D_5__SCGC_AAA164-E04,,c3833b3dc907c9340610f5095768225f
0cd13423e0b2accede879609dcd21557,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Arctic97B-4_marine_group,D_4__Arctic97B-4_marine_group,D_5__Arctic97B-4_marine_group,D_6__uncultured_verrucomicrobium,0cd13423e0b2accede879609dcd21557
c7fa91a35f52252f1c0b5cf5742b0ae4,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Arctic97B-4_marine_group,D_4__Arctic97B-4_marine_group,D_5__Arctic97B-4_marine_group,D_6__metagenome,c7fa91a35f52252f1c0b5cf5742b0ae4
45e08a6c168f29ffb6ea886ab1578d19,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Arctic97B-4_marine_group,D_4__Arctic97B-4_marine_group,D_5__Arctic97B-4_marine_group,D_6__metagenome,45e08a6c168f29ffb6ea886ab1578d19
283c8e63ebf55c282f300467b879fc60,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Arctic97B-4_marine_group,D_4__Arctic97B-4_marine_group,D_5__Arctic97B-4_marine_group,D_6__metagenome,283c8e63ebf55c282f300467b879fc60
bca7a7cf740a02463cc64ab016d70f1d,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Pedosphaerales,D_4__Pedosphaeraceae,D_5__SCGC_AAA164-E04,D_6__uncultured_bacterium,bca7a7cf740a02463cc64ab016d70f1d
d4ce034784fe4b39735a95fc34058958,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Pedosphaerales,D_4__Pedosphaeraceae,D_5__SCGC_AAA164-E04,D_6__uncultured_bacterium,d4ce034784fe4b39735a95fc34058958
5be6985f21cb5ce91d8f601617eadbf6,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Pedosphaerales,D_4__Pedosphaeraceae,D_5__SCGC_AAA164-E04,D_6__uncultured_bacterium,5be6985f21cb5ce91d8f601617eadbf6
2d4622f2daa9c58cad3b3d16c440b78a,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Pedosphaerales,D_4__Pedosphaeraceae,D_5__SCGC_AAA164-E04,,2d4622f2daa9c58cad3b3d16c440b78a
49af7339048f0b5dbfe1c0a7df619308,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Pedosphaerales,D_4__Pedosphaeraceae,D_5__SCGC_AAA164-E04,D_6__uncultured_Verrucomicrobia,49af7339048f0b5dbfe1c0a7df619308
4c052a0a099d98ac20e4330e17f04770,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Pedosphaerales,D_4__Pedosphaeraceae,D_5__SCGC_AAA164-E04,D_6__uncultured_bacterium,4c052a0a099d98ac20e4330e17f04770
4d516d0edb54c657a654c09b8fb60e41,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Pedosphaerales,D_4__Pedosphaeraceae,D_5__SCGC_AAA164-E04,D_6__uncultured_bacterium,4d516d0edb54c657a654c09b8fb60e41
3c012a9d84107b41029e5dae912fedcf,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Pedosphaerales,D_4__Pedosphaeraceae,D_5__SCGC_AAA164-E04,D_6__uncultured_bacterium,3c012a9d84107b41029e5dae912fedcf
a1bb63b408612a3a6237b7f7d19bb63c,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Verrucomicrobiae,D_3__Methylacidiphilales,D_4__Methylacidiphilaceae,D_5__uncultured,D_6__uncultured_Verrucomicrobiaceae,a1bb63b408612a3a6237b7f7d19bb63c
b11d72c33f5ffd0a4de839e862f0fdf0,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Lentisphaeria,D_3__P.palmC41,D_4__P.palmC41,D_5__P.palmC41,D_6__uncultured_bacterium,b11d72c33f5ffd0a4de839e862f0fdf0
79421ffbb55585d3bff51a167a826e53,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Lentisphaeria,D_3__Victivallales,D_4__BD2-3,D_5__BD2-3,D_6__uncultured_bacterium,79421ffbb55585d3bff51a167a826e53
3c95948bd617e8140152260a906ef594,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Lentisphaeria,D_3__P.palmC41,D_4__P.palmC41,D_5__P.palmC41,D_6__uncultured_bacterium,3c95948bd617e8140152260a906ef594
12b825c63a2757926a435197f0659c93,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Lentisphaeria,D_3__Lentisphaerales,D_4__Lentisphaeraceae,D_5__Lentisphaera,D_6__uncultured_bacterium,12b825c63a2757926a435197f0659c93
730d1295cfba9350f5327213918d13d7,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Lentisphaeria,D_3__Lentisphaerales,D_4__Lentisphaeraceae,D_5__Lentisphaera,D_6__uncultured_bacterium,730d1295cfba9350f5327213918d13d7
747fb809ab0115a699d52b18c77aa8ac,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Lentisphaeria,D_3__Lentisphaerales,D_4__Lentisphaeraceae,D_5__Lentisphaera,D_6__uncultured_bacterium,747fb809ab0115a699d52b18c77aa8ac
05b379bccd277eb56e5acecbcf8efe71,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Lentisphaeria,D_3__Lentisphaerales,D_4__Lentisphaeraceae,D_5__Lentisphaera,D_6__uncultured_bacterium,05b379bccd277eb56e5acecbcf8efe71
de41f1e005cddcd3b3360eb6d08f30fb,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Lentisphaeria,D_3__Lentisphaerales,D_4__Lentisphaeraceae,D_5__Lentisphaera,D_6__uncultured_bacterium,de41f1e005cddcd3b3360eb6d08f30fb
bbed3aeb70190a4275482957902f87d3,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Lentisphaeria,D_3__Lentisphaerales,D_4__Lentisphaeraceae,D_5__Lentisphaera,D_6__uncultured_bacterium,bbed3aeb70190a4275482957902f87d3
42b5f5b1b8d6abda243f6314ff9d2c49,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Lentisphaeria,D_3__Lentisphaerales,D_4__Lentisphaeraceae,D_5__Lentisphaera,D_6__uncultured_bacterium,42b5f5b1b8d6abda243f6314ff9d2c49
ce1baf2a164ac74c4e1244580314353b,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Lentisphaeria,D_3__Lentisphaerales,D_4__Lentisphaeraceae,D_5__Lentisphaera,D_6__uncultured_marine,ce1baf2a164ac74c4e1244580314353b
b34aabf6df4ab3654464e4c3f5f01c1a,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Lentisphaeria,D_3__Lentisphaerales,D_4__Lentisphaeraceae,D_5__Lentisphaera,D_6__uncultured_marine,b34aabf6df4ab3654464e4c3f5f01c1a
2334c7c6b33515518d55627681ae1b79,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Lentisphaeria,D_3__Lentisphaerales,D_4__Lentisphaeraceae,D_5__Lentisphaera,,2334c7c6b33515518d55627681ae1b79
c03cbc0f22f1241f58777f3157b0f523,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Lentisphaeria,D_3__Lentisphaerales,D_4__Lentisphaeraceae,D_5__Lentisphaera,,c03cbc0f22f1241f58777f3157b0f523
4aa8c1225725fb43bacfc47fe345a3d3,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Lentisphaeria,D_3__Lentisphaerales,D_4__Lentisphaeraceae,D_5__Lentisphaera,,4aa8c1225725fb43bacfc47fe345a3d3
0b30bd3bdbbe425d9f4f0f0e3235b2dd,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Lentisphaeria,D_3__Lentisphaerales,D_4__Lentisphaeraceae,D_5__Lentisphaera,,0b30bd3bdbbe425d9f4f0f0e3235b2dd
6dc67197bececd1c9c7b14a8bb267725,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Lentisphaeria,D_3__Lentisphaerales,D_4__Lentisphaeraceae,D_5__Lentisphaera,D_6__uncultured_Lentisphaerae,6dc67197bececd1c9c7b14a8bb267725
a1e085d7141f9c72bfaffd6b3098ee76,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Lentisphaeria,D_3__Lentisphaerales,D_4__Lentisphaeraceae,D_5__Lentisphaera,D_6__uncultured_Lentisphaerae,a1e085d7141f9c72bfaffd6b3098ee76
6ffbe2334949f6543fa6c1669cd52e7c,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Lentisphaeria,D_3__Lentisphaerales,D_4__Lentisphaeraceae,D_5__Lentisphaera,D_6__uncultured_Lentisphaerae,6ffbe2334949f6543fa6c1669cd52e7c
9c0b48512125d83dab29d94e48527fcc,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Lentisphaeria,D_3__Lentisphaerales,D_4__Lentisphaeraceae,D_5__Lentisphaera,D_6__uncultured_Lentisphaerae,9c0b48512125d83dab29d94e48527fcc
ff1859fab4c6b0aea36c2df5d0a5ce68,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Lentisphaeria,D_3__Lentisphaerales,D_4__Lentisphaeraceae,D_5__Lentisphaera,,ff1859fab4c6b0aea36c2df5d0a5ce68
f47f2c8431635b2ffc3b699916e4dfee,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Lentisphaeria,D_3__Lentisphaerales,D_4__Lentisphaeraceae,D_5__Lentisphaera,,f47f2c8431635b2ffc3b699916e4dfee
b04923e8acd8e8fa0cb202c2ba465775,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Lentisphaeria,D_3__Lentisphaerales,D_4__Lentisphaeraceae,D_5__Lentisphaera,,b04923e8acd8e8fa0cb202c2ba465775
67e3306c4e2783372de768846d7452aa,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Lentisphaeria,D_3__Lentisphaerales,D_4__Lentisphaeraceae,D_5__Lentisphaera,,67e3306c4e2783372de768846d7452aa
7978548d526fd698889db95beaa119fd,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Lentisphaeria,D_3__Lentisphaerales,D_4__Lentisphaeraceae,D_5__Lentisphaera,D_6__uncultured_bacterium,7978548d526fd698889db95beaa119fd
b674359e22c0ca57afebf1cc2d9cd5f2,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Lentisphaeria,D_3__Lentisphaerales,D_4__Lentisphaeraceae,D_5__Lentisphaera,D_6__uncultured_bacterium,b674359e22c0ca57afebf1cc2d9cd5f2
7deca79ec991d8bd76abbac81077ec64,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Lentisphaeria,D_3__Lentisphaerales,D_4__Lentisphaeraceae,D_5__Lentisphaera,D_6__uncultured_bacterium,7deca79ec991d8bd76abbac81077ec64
3a57a38a4cb34673968a79b61beaa736,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Lentisphaeria,D_3__Lentisphaerales,D_4__Lentisphaeraceae,D_5__Lentisphaera,D_6__Lentisphaera_araneosa,3a57a38a4cb34673968a79b61beaa736
6f595af7f33849fe3059d31a104b65af,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Lentisphaeria,D_3__Lentisphaerales,D_4__Lentisphaeraceae,D_5__Lentisphaera,D_6__Lentisphaera_araneosa,6f595af7f33849fe3059d31a104b65af
1a436c0a62f16a9c4f2c2c568686ef88,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Lentisphaeria,D_3__Lentisphaerales,D_4__Lentisphaeraceae,D_5__Lentisphaera,D_6__uncultured_bacterium,1a436c0a62f16a9c4f2c2c568686ef88
5da038b8df83d021ff6137a40d4c1f2f,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Lentisphaeria,D_3__Lentisphaerales,D_4__Lentisphaeraceae,D_5__Lentisphaera,D_6__uncultured_bacterium,5da038b8df83d021ff6137a40d4c1f2f
5f222c8b9ea3c5964de1f9817816ce44,D_0__Bacteria,D_0__Bacteria,D_1__Verrucomicrobiota,D_2__Lentisphaeria,D_3__Lentisphaerales,D_4__Lentisphaeraceae,D_5__Lentisphaera,D_6__uncultured_bacterium,5f222c8b9ea3c5964de1f9817816ce44
b41e78fa80e3a386e8d845991ee94cf7,D_0__Bacteria,D_0__Bacteria,D_1__PAUC34f,D_2__PAUC34f,D_3__PAUC34f,D_4__PAUC34f,D_5__PAUC34f,D_6__marine_metagenome,b41e78fa80e3a386e8d845991ee94cf7
309a3a3f8090a912dbb39405f0f35419,D_0__Bacteria,D_0__Bacteria,D_1__PAUC34f,D_2__PAUC34f,D_3__PAUC34f,D_4__PAUC34f,D_5__PAUC34f,D_6__uncultured_marine,309a3a3f8090a912dbb39405f0f35419
57f28268c66a58c3d86471ea77d09c8a,D_0__Bacteria,D_0__Bacteria,D_1__PAUC34f,D_2__PAUC34f,D_3__PAUC34f,D_4__PAUC34f,D_5__PAUC34f,D_6__uncultured_marine,57f28268c66a58c3d86471ea77d09c8a
b700c9937afc64a6a169f8217e9ee39e,D_0__Bacteria,D_0__Bacteria,D_1__SAR324_clade(Marine_group_B),D_2__SAR324_clade(Marine_group_B),D_3__SAR324_clade(Marine_group_B),D_4__SAR324_clade(Marine_group_B),D_5__SAR324_clade(Marine_group_B),,b700c9937afc64a6a169f8217e9ee39e
5d3750adcd9bafc2fc880b94bbd076a2,D_0__Bacteria,D_0__Bacteria,D_1__SAR324_clade(Marine_group_B),D_2__SAR324_clade(Marine_group_B),D_3__SAR324_clade(Marine_group_B),D_4__SAR324_clade(Marine_group_B),D_5__SAR324_clade(Marine_group_B),D_6__uncultured_bacterium,5d3750adcd9bafc2fc880b94bbd076a2
cff19b32497ca22c588aa1bcd2527101,D_0__Bacteria,D_0__Bacteria,D_1__SAR324_clade(Marine_group_B),D_2__SAR324_clade(Marine_group_B),D_3__SAR324_clade(Marine_group_B),D_4__SAR324_clade(Marine_group_B),D_5__SAR324_clade(Marine_group_B),D_6__uncultured_bacterium,cff19b32497ca22c588aa1bcd2527101
