OTUID,Domain,Supergroup,Phylum,Class,Order,Family,Genus,Species,ASV
9e67278c32b24c4cb679333cf4f942ed,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Kordiimonadales,D_4__Kordiimonadaceae,D_5__Kordiimonas,D_6__uncultured_bacterium,9e67278c32b24c4cb679333cf4f942ed
f2601fdd63d9b39aaf9ddf319a6a0e3a,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Defluviicoccales,D_4__uncultured,D_5__uncultured,,f2601fdd63d9b39aaf9ddf319a6a0e3a
3c1190be761a1ae1f6a15518529ec945,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Caulobacterales,D_4__Hyphomonadaceae,D_5__Euryhalocaulis,D_6__uncultured_Alphaproteobacteria,3c1190be761a1ae1f6a15518529ec945
669a7b5ba05ec02d2cef32eb3023db4a,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Beijerinckiaceae,D_5__Methylobacterium-Methylorubrum,,669a7b5ba05ec02d2cef32eb3023db4a
79b92f2d7b91e50667cb92375da767f7,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Beijerinckiaceae,D_5__Methylobacterium-Methylorubrum,,79b92f2d7b91e50667cb92375da767f7
6c034956d7bd6769c14a91bb4aaf5870,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Beijerinckiaceae,D_5__Methylobacterium-Methylorubrum,D_6__Methylobacterium_soli,6c034956d7bd6769c14a91bb4aaf5870
54e1d09aa11c26ad1a7e1c6bdfd84d54,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Beijerinckiaceae,D_5__Methylobacterium-Methylorubrum,,54e1d09aa11c26ad1a7e1c6bdfd84d54
97695fb0bdce8fe1f2482ec7dce649f5,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhodospirillales,D_4__Magnetospiraceae,D_5__uncultured,D_6__uncultured_bacterium,97695fb0bdce8fe1f2482ec7dce649f5
3eaa44edf5511795c01364afacf1951a,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Caulobacterales,D_4__Hyphomonadaceae,D_5__Maricaulis,D_6__alpha_proteobacterium,3eaa44edf5511795c01364afacf1951a
a7384444057244f81e229d2416f5eaa2,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhodospirillales,D_4__Magnetospiraceae,D_5__Magnetospiraceae,D_6__uncultured_bacterium,a7384444057244f81e229d2416f5eaa2
0fc1b08c98ce5a000f9772b6efff3271,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhodospirillales,D_4__Magnetospiraceae,,,0fc1b08c98ce5a000f9772b6efff3271
4ceaae7792fd09540e8517a95f67245f,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhodospirillales,D_4__Magnetospiraceae,D_5__uncultured,D_6__uncultured_marine,4ceaae7792fd09540e8517a95f67245f
7a961c19e9853db7e99af0f6eca13ee0,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhodospirillales,D_4__Magnetospiraceae,,,7a961c19e9853db7e99af0f6eca13ee0
6a6f2515f60c034755b3ab2623365d7a,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhodospirillales,D_4__Rhodospirillaceae,D_5__uncultured,D_6__uncultured_Alphaproteobacteria,6a6f2515f60c034755b3ab2623365d7a
f20ac6cf52c8ea6f36e3e51c6682899d,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__NRL2,D_4__NRL2,D_5__NRL2,,f20ac6cf52c8ea6f36e3e51c6682899d
710b31fd3af1825b0d0bad41a7b76850,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__AB1,D_5__AB1,D_6__uncultured_Alphaproteobacteria,710b31fd3af1825b0d0bad41a7b76850
0aa54cf6b6eeda501856cd83c955d455,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__AB1,D_5__AB1,D_6__uncultured_Alphaproteobacteria,0aa54cf6b6eeda501856cd83c955d455
15b32bce68b8f3d644c511a843aa514e,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,,,,,15b32bce68b8f3d644c511a843aa514e
087b20f30f74996593abd930301d7fe1,D_0__Bacteria,D_0__Bacteria,,,,,,,087b20f30f74996593abd930301d7fe1
f1173aeea4e8935622ef0d4935fcd6c9,D_0__Bacteria,D_0__Bacteria,,,,,,,f1173aeea4e8935622ef0d4935fcd6c9
bee7255b8ce048353fd4803123715b24,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,,,,,bee7255b8ce048353fd4803123715b24
c78c04af4c9b27f3a25dadeaf6c0c79c,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhodospirillales,D_4__uncultured,D_5__uncultured,D_6__uncultured_bacterium,c78c04af4c9b27f3a25dadeaf6c0c79c
b97ad1d740e56021cf90e00cec1737df,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Micavibrionales,D_4__Micavibrionaceae,D_5__uncultured,,b97ad1d740e56021cf90e00cec1737df
d161ee97cbfc61560a5ba4ea66e3292e,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Micavibrionales,D_4__Micavibrionaceae,D_5__uncultured,D_6__unidentified_marine,d161ee97cbfc61560a5ba4ea66e3292e
4126933b48efce138086ee3aca2f95c2,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Micavibrionales,D_4__uncultured,D_5__uncultured,D_6__uncultured_bacterium,4126933b48efce138086ee3aca2f95c2
0f99201fee7bd8e0a157fe34548778b9,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Micavibrionales,D_4__uncultured,D_5__uncultured,D_6__uncultured_organism,0f99201fee7bd8e0a157fe34548778b9
abe7179f1d4f80836ba13730bb156554,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Micavibrionales,D_4__uncultured,D_5__uncultured,D_6__uncultured_bacterium,abe7179f1d4f80836ba13730bb156554
6aa1f554f2c1dc69e2226f92d63b283b,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Fokiniaceae,D_5__MD3-55,D_6__uncultured_Alphaproteobacteria,6aa1f554f2c1dc69e2226f92d63b283b
1b82797ac55c9173f54226e803c1980a,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Fokiniaceae,D_5__uncultured,D_6__uncultured_bacterium,1b82797ac55c9173f54226e803c1980a
a9764d0debf353e48692d3c7f8bd76ce,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,,,,,a9764d0debf353e48692d3c7f8bd76ce
f5f66912911b4a20cdc2f269d1495ab6,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhodospirillales,D_4__uncultured,D_5__uncultured,D_6__uncultured_organism,f5f66912911b4a20cdc2f269d1495ab6
d08141bed0ffe2c17bec38e64de517a9,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Caulobacterales,D_4__Hyphomonadaceae,D_5__UKL13-1,D_6__uncultured_bacterium,d08141bed0ffe2c17bec38e64de517a9
b6b33df78df8197d58246ae9f04f6ae4,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhodospirillales,D_4__uncultured,D_5__uncultured,D_6__marine_metagenome,b6b33df78df8197d58246ae9f04f6ae4
631c3a17d9e27d042d116418a0beaf7b,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Holosporales,D_4__Holosporaceae,D_5__uncultured,D_6__uncultured_bacterium,631c3a17d9e27d042d116418a0beaf7b
a17d0411d0f15a1bff0e42d17b186811,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Holosporales,D_4__Holosporaceae,D_5__uncultured,,a17d0411d0f15a1bff0e42d17b186811
fed95100ffb40aadfa9fb76c912bd763,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Holosporales,D_4__Holosporaceae,D_5__uncultured,D_6__uncultured_bacterium,fed95100ffb40aadfa9fb76c912bd763
eeea78c9cc8d292cd68743a61a5ec4f7,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,,,,,eeea78c9cc8d292cd68743a61a5ec4f7
ba59619a08cb72b6eaed017c803dcc93,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,,,,,ba59619a08cb72b6eaed017c803dcc93
4860be0dab5447e29a51684fb7b6e782,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Holosporales,D_4__Holosporaceae,D_5__uncultured,D_6__uncultured_Alphaproteobacteria,4860be0dab5447e29a51684fb7b6e782
8d72f911816b8c06e35c158bc6183b46,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Holosporales,D_4__Holosporaceae,D_5__uncultured,D_6__uncultured_Alphaproteobacteria,8d72f911816b8c06e35c158bc6183b46
a3201e0fdf2f540dc89bd0897e9d6ac7,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Holosporales,D_4__Holosporaceae,D_5__uncultured,D_6__uncultured_Alphaproteobacteria,a3201e0fdf2f540dc89bd0897e9d6ac7
fe55f1a7077501fb03a042802b01554c,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Holosporales,D_4__Holosporaceae,D_5__uncultured,D_6__uncultured_Alphaproteobacteria,fe55f1a7077501fb03a042802b01554c
72a70aa2b8b54b237554442fc52b4009,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Holosporales,D_4__Holosporaceae,D_5__uncultured,D_6__uncultured_Alphaproteobacteria,72a70aa2b8b54b237554442fc52b4009
b9b031f312f83045da7386802d2b6605,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Holosporales,D_4__Holosporaceae,D_5__uncultured,D_6__uncultured_Alphaproteobacteria,b9b031f312f83045da7386802d2b6605
01b6e6d51fb7529cf7af475317026da5,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Holosporales,D_4__Holosporaceae,D_5__uncultured,D_6__uncultured_Alphaproteobacteria,01b6e6d51fb7529cf7af475317026da5
9200df60b33f90c2c4aa3d1f37eb07fb,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Holosporales,D_4__Holosporaceae,D_5__uncultured,D_6__uncultured_Alphaproteobacteria,9200df60b33f90c2c4aa3d1f37eb07fb
1a7fdba0041fa6458b293fbe5be43a2f,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Holosporales,D_4__Holosporaceae,D_5__uncultured,D_6__uncultured_Alphaproteobacteria,1a7fdba0041fa6458b293fbe5be43a2f
07229fa35ddfa0e76faa6816babd5fdd,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Holosporales,D_4__Holosporaceae,D_5__uncultured,D_6__uncultured_Alphaproteobacteria,07229fa35ddfa0e76faa6816babd5fdd
e9c2fa6237242046ecbbf587eee40f53,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Holosporales,D_4__Holosporaceae,D_5__uncultured,D_6__uncultured_Alphaproteobacteria,e9c2fa6237242046ecbbf587eee40f53
2fc358e79a7eccab30aaca7d8b622d25,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Holosporales,D_4__Holosporaceae,D_5__uncultured,D_6__Melita_plumulosa,2fc358e79a7eccab30aaca7d8b622d25
1e95a0456ef3a37836031c1c84d92cd3,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Holosporales,D_4__Holosporaceae,D_5__uncultured,D_6__Melita_plumulosa,1e95a0456ef3a37836031c1c84d92cd3
d2b84a95a3ce4a0229f86099ad4c1d97,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Holosporales,D_4__Holosporaceae,D_5__uncultured,D_6__Melita_plumulosa,d2b84a95a3ce4a0229f86099ad4c1d97
d0eb1cbdf1c19b36c631add1283e9560,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Holosporales,D_4__Holosporaceae,D_5__uncultured,D_6__uncultured_Alphaproteobacteria,d0eb1cbdf1c19b36c631add1283e9560
6622a71c12a45b764ebad6bcb9783003,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Holosporales,D_4__Holosporaceae,D_5__Holosporaceae,D_6__uncultured_bacterium,6622a71c12a45b764ebad6bcb9783003
4da0cb31505a4c6d98d9d800909bd238,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__AB1,D_5__AB1,,4da0cb31505a4c6d98d9d800909bd238
1c610b9818d759564239bcfc39bd4e8f,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__AB1,D_5__AB1,D_6__uncultured_Alphaproteobacteria,1c610b9818d759564239bcfc39bd4e8f
4e38b0b33d3c1e90ef4c1d50a16b89fa,D_0__Bacteria,D_0__Bacteria,,,,,,,4e38b0b33d3c1e90ef4c1d50a16b89fa
c0b1e400eb562122c62c9a24015be163,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,,,,,c0b1e400eb562122c62c9a24015be163
4cf49a0fb5b5d8be5314c12317c50dbb,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,,,,,4cf49a0fb5b5d8be5314c12317c50dbb
f4fe9a1b80210ef9176b1b8b06e39ae6,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,f4fe9a1b80210ef9176b1b8b06e39ae6
76503798428c2631268cb2526b8188f8,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__S25-593,D_5__S25-593,D_6__marine_metagenome,76503798428c2631268cb2526b8188f8
f005d5c8e5d4868d5fc55efdc7e5e91e,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Rickettsiaceae,D_5__uncultured,,f005d5c8e5d4868d5fc55efdc7e5e91e
8b551a2b541d3e080d1c18ba08e5cd7f,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Rickettsiaceae,D_5__uncultured,,8b551a2b541d3e080d1c18ba08e5cd7f
6bae9b7e002e57d36d6427ae710301b0,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Rickettsiaceae,D_5__Candidatus_Cryptoprodotis,D_6__uncultured_bacterium,6bae9b7e002e57d36d6427ae710301b0
b98da62e9fe49e42282218f9d209318b,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Rickettsiaceae,D_5__uncultured,,b98da62e9fe49e42282218f9d209318b
9cd96283439c801c0e0126af329e0aac,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Rickettsiaceae,,,9cd96283439c801c0e0126af329e0aac
d32f23fbbdd498c82a64781d465ffa44,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Rickettsiaceae,D_5__Candidatus_Cryptoprodotis,D_6__uncultured_bacterium,d32f23fbbdd498c82a64781d465ffa44
672aba9d284953fe065448ab448a9a84,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Rickettsiaceae,D_5__Candidatus_Cryptoprodotis,D_6__uncultured_bacterium,672aba9d284953fe065448ab448a9a84
479519d414949dc18a74f7296153d702,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,479519d414949dc18a74f7296153d702
3453a662ef0dc40949f98ea38782e92c,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,3453a662ef0dc40949f98ea38782e92c
4ec7d2eee5174085f5da5fc1730ea34a,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,,4ec7d2eee5174085f5da5fc1730ea34a
80f350413beddc1cb522783cb98bba51,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,,80f350413beddc1cb522783cb98bba51
6ebe10536d90aecdf767992e3b51782a,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,,6ebe10536d90aecdf767992e3b51782a
42d5eae4d349ad4cb03aad976a73fd1d,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,42d5eae4d349ad4cb03aad976a73fd1d
371c10e1e8a5fa224e51b7ddef6cb163,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,371c10e1e8a5fa224e51b7ddef6cb163
f77634f74f29cbdbbe17fd17f76767a7,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,f77634f74f29cbdbbe17fd17f76767a7
39761d1987ae7a9d959444177fc49a13,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,39761d1987ae7a9d959444177fc49a13
27b21b9140258d97eaa9a47a4efe16eb,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,27b21b9140258d97eaa9a47a4efe16eb
0f348ea09471efced91f1a185d89c071,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,0f348ea09471efced91f1a185d89c071
aaf9f8e18223f8cec2192ff54a92e157,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,aaf9f8e18223f8cec2192ff54a92e157
639f80ad99f4c4963915c78806a9db69,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,,639f80ad99f4c4963915c78806a9db69
bce1e571b6f1a4080a75110c6313a6c0,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,bce1e571b6f1a4080a75110c6313a6c0
f7d2e31217298575328fdf9fc5aa43f1,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,f7d2e31217298575328fdf9fc5aa43f1
c8c0a9b3f65f4593cc284e13c8f6c5c4,D_0__Bacteria,D_0__Bacteria,D_1__Bdellovibrionota,D_2__Bdellovibrionia,D_3__Bacteriovoracales,D_4__Bacteriovoracaceae,D_5__Peredibacter,D_6__uncultured_bacterium,c8c0a9b3f65f4593cc284e13c8f6c5c4
f997465719468afd95ff421fd0618c32,D_0__Bacteria,D_0__Bacteria,D_1__Bdellovibrionota,D_2__Bdellovibrionia,D_3__Bacteriovoracales,D_4__Bacteriovoracaceae,D_5__Peredibacter,D_6__uncultured_Peredibacter,f997465719468afd95ff421fd0618c32
7f74576eefbc13c956922689640dac77,D_0__Bacteria,D_0__Bacteria,D_1__Bdellovibrionota,D_2__Bdellovibrionia,D_3__Bacteriovoracales,D_4__Bacteriovoracaceae,D_5__Peredibacter,D_6__uncultured_Peredibacter,7f74576eefbc13c956922689640dac77
97c9c89d098fff0e387e3728c281c535,D_0__Bacteria,D_0__Bacteria,D_1__Bdellovibrionota,D_2__Bdellovibrionia,D_3__Bacteriovoracales,D_4__Bacteriovoracaceae,D_5__Peredibacter,,97c9c89d098fff0e387e3728c281c535
82b9cc47974d3389289f898d330dfc9f,D_0__Bacteria,D_0__Bacteria,D_1__Bdellovibrionota,D_2__Bdellovibrionia,D_3__Bacteriovoracales,D_4__Bacteriovoracaceae,D_5__Peredibacter,,82b9cc47974d3389289f898d330dfc9f
dc08391d0390c8e3e480fd20b019624d,D_0__Bacteria,D_0__Bacteria,D_1__Bdellovibrionota,D_2__Bdellovibrionia,D_3__Bacteriovoracales,D_4__Bacteriovoracaceae,D_5__Peredibacter,,dc08391d0390c8e3e480fd20b019624d
0afedf9640fd538de978bca1dc6f86a5,D_0__Bacteria,D_0__Bacteria,D_1__Bdellovibrionota,D_2__Bdellovibrionia,D_3__Bacteriovoracales,D_4__Bacteriovoracaceae,D_5__Peredibacter,,0afedf9640fd538de978bca1dc6f86a5
b9a9f7d88e206775c97097860f0a819e,D_0__Bacteria,D_0__Bacteria,D_1__Bdellovibrionota,D_2__Bdellovibrionia,D_3__Bacteriovoracales,D_4__Bacteriovoracaceae,D_5__uncultured,,b9a9f7d88e206775c97097860f0a819e
44194c442dff3bbec54c2826a06b685c,D_0__Bacteria,D_0__Bacteria,D_1__Bdellovibrionota,D_2__Bdellovibrionia,D_3__Bacteriovoracales,D_4__Bacteriovoracaceae,D_5__Peredibacter,D_6__uncultured_bacterium,44194c442dff3bbec54c2826a06b685c
2d9bd23e4f6105a192e3f6bb2125ba8d,D_0__Bacteria,D_0__Bacteria,D_1__Bdellovibrionota,D_2__Bdellovibrionia,D_3__Bacteriovoracales,D_4__Bacteriovoracaceae,D_5__Peredibacter,,2d9bd23e4f6105a192e3f6bb2125ba8d
008a5d0631fb972bf8c1d2b77ed036cc,D_0__Bacteria,D_0__Bacteria,D_1__Bdellovibrionota,D_2__Bdellovibrionia,D_3__Bacteriovoracales,D_4__Bacteriovoracaceae,D_5__Peredibacter,D_6__uncultured_bacterium,008a5d0631fb972bf8c1d2b77ed036cc
d925515c58607ef79cd1a974a978c428,D_0__Bacteria,D_0__Bacteria,D_1__Bdellovibrionota,D_2__Bdellovibrionia,D_3__Bacteriovoracales,D_4__Bacteriovoracaceae,D_5__uncultured,,d925515c58607ef79cd1a974a978c428
77e4cb9b523cfb93b0ab50b2d84b451a,D_0__Bacteria,D_0__Bacteria,D_1__Bdellovibrionota,D_2__Bdellovibrionia,D_3__Bacteriovoracales,D_4__Bacteriovoracaceae,D_5__uncultured,D_6__uncultured_delta,77e4cb9b523cfb93b0ab50b2d84b451a
9d779581b0c5f9431bd05a5aaeecc229,D_0__Bacteria,D_0__Bacteria,D_1__Bdellovibrionota,D_2__Bdellovibrionia,D_3__Bacteriovoracales,D_4__Bacteriovoracaceae,D_5__uncultured,D_6__uncultured_delta,9d779581b0c5f9431bd05a5aaeecc229
87f25a48a57fdaf1814ef01566b4c5b3,D_0__Bacteria,D_0__Bacteria,D_1__Bdellovibrionota,D_2__Bdellovibrionia,D_3__Bacteriovoracales,D_4__Bacteriovoracaceae,D_5__uncultured,,87f25a48a57fdaf1814ef01566b4c5b3
e8e92e33b51b5265b7ae1c586be90613,D_0__Bacteria,D_0__Bacteria,D_1__Bdellovibrionota,D_2__Bdellovibrionia,D_3__Bacteriovoracales,D_4__Bacteriovoracaceae,D_5__Halobacteriovorax,D_6__uncultured_Bdellovibrio,e8e92e33b51b5265b7ae1c586be90613
a81b3abf944f29ee03a1fbc4fd778f1a,D_0__Bacteria,D_0__Bacteria,D_1__Bdellovibrionota,D_2__Bdellovibrionia,D_3__Bacteriovoracales,D_4__Bacteriovoracaceae,D_5__Halobacteriovorax,,a81b3abf944f29ee03a1fbc4fd778f1a
3eace828f75f131c074143b7e877ae36,D_0__Bacteria,D_0__Bacteria,D_1__Bdellovibrionota,D_2__Bdellovibrionia,D_3__Bacteriovoracales,D_4__Bacteriovoracaceae,D_5__Peredibacter,D_6__uncultured_Bacteriovorax,3eace828f75f131c074143b7e877ae36
c5e2da5bd1737ba618298ba2d16e761c,D_0__Bacteria,D_0__Bacteria,D_1__Bdellovibrionota,D_2__Bdellovibrionia,D_3__Bacteriovoracales,D_4__Bacteriovoracaceae,D_5__Peredibacter,D_6__uncultured_Bacteriovorax,c5e2da5bd1737ba618298ba2d16e761c
d59590561a9abeaf819195bd09459a30,D_0__Bacteria,D_0__Bacteria,D_1__Bdellovibrionota,D_2__Bdellovibrionia,D_3__Bacteriovoracales,D_4__Bacteriovoracaceae,D_5__Peredibacter,D_6__uncultured_Bacteriovorax,d59590561a9abeaf819195bd09459a30
643a681594100c66900dfaea4b59dbdb,D_0__Bacteria,D_0__Bacteria,D_1__Bdellovibrionota,D_2__Bdellovibrionia,D_3__Bacteriovoracales,D_4__Bacteriovoracaceae,,,643a681594100c66900dfaea4b59dbdb
