bins	HOT_224_25M	HOT_225_25M	HOT_226_25M	HOT_227_25M	HOT_229_25M	HOT_231_25M	HOT_232_25M	HOT_233_25M	HOT_234_25M	HOT_236_25M	HOT_237_25M	HOT_238_25M	KFe386HP	KFe387AR	KFe389R8	KFe393NT	KFe395NB	KFe416ST	KMa156HP	KMa157AR	KMa158CB	KMa159R8	KMa160SB	KMa161R2	KMa162ST	KMa163NT	KMa164NR	KMa165NB	KOc290HP	KOc291AR	KOc293R8	KOc297NT	KOc299NB	KOc321ST	KSe054HP	KSe055AR	KSe056CB	KSe057R8	KSe058SB	KSe059R2	KSe060ST	KSe061NT	KSe062NR	KSe063NB
MIT9314	0.9649677384245183	0.9493912062067155	0.9403237751367006	0.9408644256682417	0.9510936047075637	0.9567160153227695	0.9682773004857573	0.9568130248273349	0.9566119075617726	0.9394879554418782	0.9436463506680642	0.9388142126022445	0.07672268768381527	0.10035160030191251	0.3444139087968692	0.8959667706955582	0.5487135593260443	0.9050868471674408	0.37330795312311454	0.548272875905915	0.3831834023835945	0.3877345677989963	0.22731042331635273	0.7975648248268616	0.9006149456155254	0.9073795839948514	0.8187164459503264	0.6065732220642203	0.09372596944437214	0.11677814872740093	0.09165091248086428	0.8123889418629138	0.08000622280480504	0.8424956049962261	0.012492339798267553	0.011860594975854098	0.039708829521175285	0.17243735197177734	0.02135687903861215	0.8720077891533909	0.9034033773504102	0.8852555017402559	0.06789245668289012	0.03892269762137427
MIT9321	0.91796047903614	0.8992858107488919	0.8811356609898087	0.8964003559491254	0.9195376519897942	0.9212842383990971	0.9225726247148307	0.9165786440171125	0.9127954787708662	0.9093342593798383	0.9244126598274274	0.9207343982868139	0.035703433606806445	0.04892672657029995	0.18389981334375136	0.7936869673423912	0.3137187519594083	0.8144012289408825	0.2001996787776186	0.307815808385544	0.19991149503455793	0.20433131725292164	0.11318265784993223	0.569466751554263	0.7865782340486078	0.80981380195145	0.6125996585203514	0.37038423695214945	0.041773379056879514	0.0529878263469877	0.04391667028403583	0.566558386749818	0.033394346293161244	0.613110310466737	0.005237950543328848	0.008751018892313332	0.018485962196080702	0.07929333487674417	0.007727906314961921	0.6738091620726079	0.7771477526491201	0.7015712645840266	0.03134450376929866	0.017671451240275304
MIT9515	0.5493434950380712	0.49019056717146586	0.4081955150172283	0.5122851160912958	0.5655425261240623	0.6200627165269315	0.5524388326088385	0.52661755593319	0.39856035996282074	0.4280502718029124	0.4992125226502427	0.407616936278882	0.0029069767441860465	0.0027432612594004376	0.011481208513674644	0.2583330594962023	0.02554137600811184	0.28439433485743254	0.010472509881608472	0.018643614274581968	0.010450211715221902	0.01055935537174564	0.004659729980940936	0.08359523898940016	0.23564174122860548	0.27734165954690126	0.09544906159927144	0.022491808357822198	0.0018061514773122025	0.0015209696651050126	0.0010574025218052596	0.02931856803522641	0.0017275211011069278	0.036488015322361074	0.0008086019284393161	0.0011143215254762417	0.0008502642919510661	0.0015655659978781535	0.0005750579752326051	0.05156274938738722	0.08991911633540198	0.0564765611063646	0.0006859620133131789	0.0014570091352066922
MITS9508	0.0014238137749087488	0.0005562584267956717	0.001154875613103083	0.0013079266026596505	0.0054594846457488985	0.002358104149799755	0.002290170290205456	0.002541125959765572	0.0011888425429002324	0.0012455872962084116	0.002564703005154182	0.004248263890276427	0.0023876753592702144	0.002291369123021826	0.004260252218440127	0.0039837214487974506	0.004268244437215927	0.00270736411030221	0.015138461194181345	0.017118533395885767	0.013714247808333807	0.01410866380491953	0.017066983584781856	0.007126261871441964	0.0031956886775035827	0.0027713018605086087	0.008510514163410504	0.01676767499162815	0.014533450232853294	0.01746539569075548	0.012210911456605848	0.008151663540377089	0.01142048101967924	0.008845787741055308	0.008924511095996937	0.007246944374956542	0.012630502942335342	0.02165851327147889	0.011389710977392411	0.006820559503267619	0.0029155614094117967	0.0010421853283643044	0.007724879057749375	0.00872750290317347
MITS9509	0.0010158915622384978	0.0005680184253000717	0.0011765170690508327	0.0016991976496861325	0.0031995564663424795	0.0014213414302406014	0.0014585832312152356	0.0013818327370327288	0.0006978789660898829	0.0011062434098204363	0.00195924257301336	0.004406190817920625	0.002006847309911371	0.001967338616703498	0.00441234381112513	0.004763712107277112	0.0034534483964652027	0.0023918951478143274	0.01545696661321119	0.01574583345207531	0.011708174542929757	0.01460429129176587	0.01721542730270913	0.006543222510369413	0.003905855317870106	0.0021376793759439986	0.0076135194862056365	0.015245821793772393	0.01284712596925835	0.015633460365656195	0.011320212129298351	0.007198354365775368	0.01106340562344718	0.007529968315323415	0.007456456238616962	0.007611252593972398	0.01077745336031151	0.020332727965159808	0.009155006204807884	0.005341769626752956	0.0019650717244702595	0.0012934239399364233	0.00526631449956087	0.007864496840599911
N19	0.14022059020685995	0.07842241665456987	0.12099453286154262	0.13004494463054514	0.5643828827621022	0.2768565202075164	0.33645230515749114	0.19605326784725297	0.13794192240232334	0.31198794696145266	0.3616697471136412	0.6519366133698488	0.6265277799608526	0.6791479474422428	0.8008927902747254	0.48397119697324126	0.8336438436211633	0.4333500068882431	0.9051525907653162	0.9214532251308998	0.8976485664595263	0.8956787138494369	0.9115854701526416	0.8168402288191148	0.5948340025870207	0.3460861372489374	0.8708727172870863	0.9213880410853652	0.8984076600961766	0.916771531307296	0.8886097121454057	0.8747458515671447	0.8958959940012187	0.8806198124363762	0.8817464331382743	0.8658017683830566	0.900361332269431	0.9306917922653813	0.8886901520313845	0.8623724403704672	0.7794259735768844	0.673874049630485	0.8564799875734245	0.8763324589733467
N26	0.14638266621154375	0.07730930209159066	0.12333924805044717	0.13879414997804315	0.5849500070055076	0.2804177727375737	0.34448243404244117	0.19808237160409198	0.14125218980882018	0.3122970636109489	0.37179827147329114	0.665216197485728	0.6519099646527478	0.7007454048101978	0.8290900644976863	0.4939606882887661	0.8574383914978527	0.43342369967906313	0.9196101552589734	0.9319901565566379	0.9160011434492863	0.9106962346102164	0.9255201706898968	0.8393162248495226	0.6114016751155908	0.3574586087344104	0.8913215396318959	0.9326262942557659	0.9092015696098261	0.9268173650076308	0.901252904464624	0.890821750737459	0.9112453911753173	0.8977050145329019	0.8984671573342963	0.8872103880863116	0.9136836839378287	0.9350688185329057	0.904016553685226	0.87158810624675	0.7809862062026481	0.6741343496491135	0.8717089394978038	0.8919501546383513
N32	0.20587979874186527	0.11865618040139456	0.17189894395565228	0.1910636069061718	0.6848661083399822	0.3794269462280383	0.44889031214550507	0.2792320927480854	0.20109666143800783	0.43150547380876136	0.488258585222616	0.7921259835396753	0.6487472024865981	0.7031528450960065	0.81692140547797	0.661024147719563	0.8500600662538016	0.5983978412333122	0.9195234321712684	0.9360371289054372	0.9153599542628044	0.9081791421742899	0.9202561680986678	0.8501396721323339	0.7186615176137052	0.4915355431201524	0.8977494151681764	0.9341514646577038	0.9103515685071908	0.9206912865938273	0.8986576458732494	0.9051495957287827	0.9051753771780802	0.9096455186413448	0.8823669360601966	0.8742168319393259	0.907940776844821	0.9358675141074281	0.8905260863036277	0.9104510758553561	0.8405955605248923	0.7572631318038149	0.8722158296289462	0.8855321743441109
N5	0.16373878864480731	0.09281214599970998	0.13600024120476034	0.14874676419506766	0.6001964095905693	0.30142459168676305	0.36768698513671383	0.22782986067075023	0.15616763922276553	0.3430357629129495	0.3897586564511984	0.6895168295357144	0.6762625322384042	0.7238119349455446	0.8411197643850643	0.5232190689591967	0.8675470002311546	0.4747637126581291	0.9295586383608414	0.9388143924583312	0.9249939339874258	0.9216496108419625	0.9335284667082394	0.8599165067807731	0.6450006724061276	0.3841937180517355	0.9075941691620671	0.9405037829425162	0.9221698282516818	0.9346402100778604	0.9150987958426636	0.9083866990889256	0.9233069364076092	0.9111758684208889	0.9068772550132543	0.9013879323918371	0.9209728974865411	0.9398342483002003	0.9103953030158731	0.9043919845360948	0.8414337134382159	0.7460453665953422	0.8926088448445594	0.9064709398514772
NATL1A	0.0063119023601795644	0.00453309351321987	0.008482724854147864	0.16832401027279537	0.6686342426870149	0.07613430569878443	0.01041222567759103	0.008415154786400827	0.008970730898987575	0.27227251544592757	0.7610888648282246	0.716639021928632	0.0013755335219932526	0.0011942741339099313	0.0027794893740705766	0.10436465098719333	0.005071508973680386	0.10004606562555135	0.003291627585962801	0.004054204064822218	0.005290843558668784	0.0028390153861334423	0.0014731347309611949	0.012695664951137725	0.06748855464943737	0.07400263094247911	0.05234588795917481	0.009799268634457195	0.0010001442567319362	0.0008403356838064043	0.001086483787742039	0.009077984974776522	0.0012420021976360129	0.009124640497744715	0.000697687763007104	0.0011797948336784232	0.0008580326063115806	0.0010258852349212836	0.0006065217985864985	0.008486478746800476	0.020725241335077284	0.016656557970023557	0.0009127321849639439	0.0009722581970268097
